6 лет ИТЛ, 5 лет ИТЛ, конфискация имущества;1
6 лет ИТЛ, 4 года пораж.в правах, отбыв.: Омская обл., умер в ИТЛ 24.10.1942;1
6 лет ИТЛ, 4 года пораж.в правах;1
6 лет ИТЛ, 4 года п/п, отбыв.: Ягринлаг Арханг.обл., освоб. 28.03.1943;1
6 лет ИТЛ, 4 г. пораж.в правах;1
6 лет ИТЛ, 4 г. п/п, конфискация имущества;1
6 лет ИТЛ, 3 года пораж.прав, конфискация имущества;1
6 лет ИТЛ, 3 года пораж.прав;1
6 лет ИТЛ, 3 года пораж.в правах, отбыв.: г.Магадан п/я АВ-261, освоб. 10.10.1943;1
6 лет ИТЛ, 3 года пораж.в правах, отбыв.: Могилевская ИТК, освоб. 06.1941;1
6 лет ИТЛ, 3 года п/п, отбыв.: Борисовская тюрьма, умер 26.03.1939, в тюрьме;1
5лет ссылки, отбыв.: Тюменская обл.;1
6 лет ИТЛ, 3 года п/п, отбыв.: Барановичская тюрьма 1, освоб. 24.02.1947;1
6 лет ИТЛ, 3 года п/п, конфискация имущества, умер;1
6 лет ИТЛ, 2 года пораж. в правах;1
6 лет ИТЛ, 2 года п/п, отбыв.: г.Орша;1
6 лет ИТЛ, 2 года п/п, освоб. 08.07.1900;1
6 лет ИТЛ, 2 года п/п, конфискация имущества, отбыв.: Омская обл., освоб. 02.04.1955;1
6 лет ИТЛ, 2 года п/п, конфискация имущества;1
6 лет ИТЛ, 2 года п/п;1
6 лет ИТЛ, 2 года пораж.в правах;1
6 лет ИТЛ, 2 г.пораж.в правах, конфискация имущества, освоб. 15.05.1951;1
6 лет ИТЛ, 1 г.пораж.в правах, конфискация имущества;1
6 лет ИТЛ с пор.всех прав;1
6 лет ИТЛ и п/п на 5 лет, отбыв.: Унженский лагерь МВД, освоб. 24.11.1946;1
6 лет ИТЛ и п/п на 5 лет;1
6 лет ИТЛ и 3 г.пораж.в правах;1
6 лет ИТЛ - г.Витебск ИТК-24, ОЛП-7;1
6 лет ИТЛ, 2 г.пораж.в правах, конфискация имущества;1
6 лет ИТЛ, 2 года пораж.в правах, отбыв.: Севвостлаг НКВД Магаданской обл., освоб. 26.08.1946;1
6 лет ИТЛ, 3 г. п/п, 2;1
6 лет ИТЛ, 3 г. п/п, конфискация имущества, освоб. 05.06.1946;1
6 лет ИТЛ, 3 года п/п, конфискация имущества, отбыв.: г.Ярославль -21 п/я ЮН-83/1;1
6 лет ИТЛ, 3 года п/п, конфискация имущества, отбыв.: Свердловская обл.;1
6 лет ИТЛ, 3 года п/п, конфискация имущества, отбыв.: Магаданская обл., освоб. 1943;1
6 лет ИТЛ, 3 года п/п, конфискация имущества, отбыв.: Краснояр, край, г.Канск п/я 288/4, освоб. 20.10.1953;1
6 лет ИТЛ, 3 года п/п, конфискация имущества, отбыв.: Дрогичинская тюрьма №3, освоб. 27.02.1947;1
6 лет ИТЛ, 3 года п/п, конфискация имущества, отбыв.: Брестская тюрьма;1
6 лет ИТЛ, 3 года п/п, конфискация имущества, освоб. 27.12.1949;1
6 лет ИТЛ, 3 г.поражения в правах, отбыв.: Ухтижемлаг НКВД. Освоб.: 24.03.1944;1
6 лет ИТЛ, 3 г.пораж.в правах, отбыв.: ИТК № 4 г.Витебска, ИТК № 2 г.Бобруйска;1
6 лет ИТЛ, 3 г.пораж.в правах, конфискация имущества;1
6 лет ИТЛ, 3 г.п/п;1
6 лет ИТЛ, 3 г. пораж.в правах;1
6 лет ИТЛ, 3 г. п/п, отбыв.: г.Бодайбо, освоб. 1951;1
6 лет ИТЛ, 3 г. п/п, отбыв.: Сиблаг;1
6 лет ИТЛ, 3 г. п/п, отбыв.: Нижнеамурский ИТЛ;1
6 лет ИТЛ, 3 года п/п, освоб. 30.04.1951;1
5лет ИТЛ, освоб. 25.09.41;1
7 лет ИТЛ и 5 лет п/п;1
7 лет ИТЛ с п/п на 3 г., конфискация имущества;1
7 лет ИТЛ, отбыв.: Севураллаг НКВД, освоб. 12.08.1954;1
7 лет ИТЛ, отбыв.: Севжелдорлаг, освоб. 28.05.1948;1
7 лет ИТЛ, отбыв.: Севжелдорлаг, освоб. 19.12.1951;1
7 лет ИТЛ, отбыв.: Севжелдорлаг, освоб. 18.06.1948;1
7 лет ИТЛ, отбыв.: Севжелдорлаг, освоб. 09.12.1951;1
7 лет ИТЛ, отбыв.: Севжелдорлаг, освоб. 09.07.1951;1
7 лет ИТЛ, отбыв.: Севураллаг, умер 22.08.1945, в ИТЛ;1
7 лет ИТЛ, отбыв.: Севжелдорлаг п/я пк 219/р Коми АССР, освоб. 18.12.1951;1
7 лет ИТЛ, отбыв.: Севжелдорлаг МВД;1
7 лет ИТЛ, отбыв.: Севвостлаг, освоб. 08.1943;1
