;;;;;;81470;;;;;;;;;;;;
нарядчик;8;0,009819565;;;;;;;;;;;;;;;;
нач.отдела;8;0,009819565;;;;;;;;;;;;;;;;
несовершеннолетний;8;0,009819565;;;;;;;;;;;;;;;;
ночной сторож;8;0,009819565;;;;;;;;;;;;;;;;
обойщик;8;0,009819565;;;;;;;;;;;;;;;;
отв.исполнитель;8;0,009819565;;;;;;;;;;;;;;;;
партизан;8;0,009819565;;;;;;;;;;;;;;;;
печатник;8;0,009819565;;;;;;;;;;;;;;;;
политрук;8;0,009819565;;;;;;;;;;;;;;;;
пом. машиниста;8;0,009819565;;;;;;;;;;;;;;;;
пом.заведующего;8;0,009819565;;;;;;;;;;;;;;;;
радиотехник;8;0,009819565;;;;;;;;;;;;;;;;
ст.мастер;8;0,009819565;;;;;;;;;;;;;;;;
табельщица;8;0,009819565;;;;;;;;;;;;;;;;
ткач;8;0,009819565;;;;;;;;;;;;;;;;
уборщик;8;0,009819565;;;;;;;;;;;;;;;;
учетчица;8;0,009819565;;;;;;;;;;;;;;;;
агент по заготовкам;7;0,00859212;;;;;;;;;;;;;;;;
аптекарь;7;0,00859212;;;;;;;;;;;;;;;;
ассистент;7;0,00859212;;;;;;;;;;;;;;;;
вахтер;7;0,00859212;;;;;;;;;;;;;;;;
вет.врач;7;0,00859212;;;;;;;;;;;;;;;;
главбух;7;0,00859212;;;;;;;;;;;;;;;;
доярка;7;0,00859212;;;;;;;;;;;;;;;;
зав.делопроизводством;7;0,00859212;;;;;;;;;;;;;;;;
зав.мельницы;7;0,00859212;;;;;;;;;;;;;;;;
зав.школой;7;0,00859212;;;;;;;;;;;;;;;;
завмаг;7;0,00859212;;;;;;;;;;;;;;;;
зам. начальника;7;0,00859212;;;;;;;;;;;;;;;;
зам.управляющего;7;0,00859212;;;;;;;;;;;;;;;;
командир батареи;7;0,00859212;;;;;;;;;;;;;;;;
кулак;7;0,00859212;;;;;;;;;;;;;;;;
кухарка;7;0,00859212;;;;;;;;;;;;;;;;
литейщик;7;0,00859212;;;;;;;;;;;;;;;;
машинист водокачки;7;0,00859212;;;;;;;;;;;;;;;;
мостовщик;7;0,00859212;;;;;;;;;;;;;;;;
н.д.;7;0,00859212;;;;;;;;;;;;;;;;
нач.снабжения;7;0,00859212;;;;;;;;;;;;;;;;
нач.цеха;7;0,00859212;;;;;;;;;;;;;;;;
не работает;7;0,00859212;;;;;;;;;;;;;;;;
ответственный исполнитель;7;0,00859212;;;;;;;;;;;;;;;;
переездный сторож;7;0,00859212;;;;;;;;;;;;;;;;
переплетчик;7;0,00859212;;;;;;;;;;;;;;;;
помощник машиниста;7;0,00859212;;;;;;;;;;;;;;;;
почтовый работник;7;0,00859212;;;;;;;;;;;;;;;;
прокурор;7;0,00859212;;;;;;;;;;;;;;;;
сапожник-кустарь;7;0,00859212;;;;;;;;;;;;;;;;
связист;7;0,00859212;;;;;;;;;;;;;;;;
снабженец;7;0,00859212;;;;;;;;;;;;;;;;
солтус;7;0,00859212;;;;;;;;;;;;;;;;
ст.десятник;7;0,00859212;;;;;;;;;;;;;;;;
ст.научный сотрудник;7;0,00859212;;;;;;;;;;;;;;;;
старшина;7;0,00859212;;;;;;;;;;;;;;;;
столяр-плотник;7;0,00859212;;;;;;;;;;;;;;;;
судья;7;0,00859212;;;;;;;;;;;;;;;;
сцепщик вагонов;7;0,00859212;;;;;;;;;;;;;;;;
таксатор;7;0,00859212;;;;;;;;;;;;;;;;
таксировщик;7;0,00859212;;;;;;;;;;;;;;;;
трубочист;7;0,00859212;;;;;;;;;;;;;;;;
фармацевт;7;0,00859212;;;;;;;;;;;;;;;;
частновладелец;7;0,00859212;;;;;;;;;;;;;;;;
чиновник;7;0,00859212;;;;;;;;;;;;;;;;
шлифовщик;7;0,00859212;;;;;;;;;;;;;;;;
эл.монтер;7;0,00859212;;;;;;;;;;;;;;;;
электрик;7;0,00859212;;;;;;;;;;;;;;;;
электросварщик;7;0,00859212;;;;;;;;;;;;;;;;
агент снабжения;6;0,007364674;;;;;;;;;;;;;;;;
артельный староста;6;0,007364674;;;;;;;;;;;;;;;;
архивариус;6;0,007364674;;;;;;;;;;;;;;;;
браковщик;6;0,007364674;;;;;;;;;;;;;;;;
в своем хозяйстве;6;0,007364674;;;;;;;;;;;;;;;;
вагонный мастер;6;0,007364674;;;;;;;;;;;;;;;;
владелец магазина;6;0,007364674;;;;;;;;;;;;;;;;
врач-терапевт;6;0,007364674;;;;;;;;;;;;;;;;
вышивальщица;6;0,007364674;;;;;;;;;;;;;;;;
журналист;6;0,007364674;;;;;;;;;;;;;;;;
зав.библиотекой;6;0,007364674;;;;;;;;;;;;;;;;
зав.кладовой;6;0,007364674;;;;;;;;;;;;;;;;
зав.конторой;6;0,007364674;;;;;;;;;;;;;;;;
зав.сектором;6;0,007364674;;;;;;;;;;;;;;;;
зав.цехом;6;0,007364674;;;;;;;;;;;;;;;;
зам. председателя;6;0,007364674;;;;;;;;;;;;;;;;
инструктор физкультуры;6;0,007364674;;;;;;;;;;;;;;;;
калькулятор;6;0,007364674;;;;;;;;;;;;;;;;
капрал;6;0,007364674;;;;;;;;;;;;;;;;
кладовщица;6;0,007364674;;;;;;;;;;;;;;;;
колбасник;6;0,007364674;;;;;;;;;;;;;;;;
кустарь-одиночка;6;0,007364674;;;;;;;;;;;;;;;;
кустарь-сапожник;6;0,007364674;;;;;;;;;;;;;;;;
лущильщик;6;0,007364674;;;;;;;;;;;;;;;;
нач.смены;6;0,007364674;;;;;;;;;;;;;;;;
начальник станции;6;0,007364674;;;;;;;;;;;;;;;;
оператор;6;0,007364674;;;;;;;;;;;;;;;;
переводчица;6;0,007364674;;;;;;;;;;;;;;;;
поденщик;6;0,007364674;;;;;;;;;;;;;;;;
пом.механика;6;0,007364674;;;;;;;;;;;;;;;;
пом.повара;6;0,007364674;;;;;;;;;;;;;;;;
пресвитер;6;0,007364674;;;;;;;;;;;;;;;;
прессовщик;6;0,007364674;;;;;;;;;;;;;;;;
раввин;6;0,007364674;;;;;;;;;;;;;;;;
рыбовод;6;0,007364674;;;;;;;;;;;;;;;;
смолокур;6;0,007364674;;;;;;;;;;;;;;;;
